NNo,TSIndex,Spills,Evap_Loss,Seepage,Ups_Rel,Pump_In,Gw_In,Dws_Rel,Pump_Out,Hydra_Cap,Head_Avg,Powr_Avg,Energy,Pwr_2nd,Hydro_State
1,4407,0,35.533999999999999,0,29521.496999999999,0,0,39141.529999999999,39141.529999999999,0,91.014277142857281,57737.989538768568,9699.9822425131206,0,0
17,4407,0,-22.204000000000001,0,21789.129000000001,0,0,21167.615000000002,21167.615000000002,0,124.57751616416772,42739.15496651228,7180.1780343740629,0,0
1,4408,0,348.82299999999998,0,28298.592000000001,0,0,42083.118999999999,42083.118999999999,0,90.708418571428638,61868.537677851309,10393.914329879019,0,0
17,4408,0,198.976,0,24791.962,0,0,23355.736000000001,23355.736000000001,0,124.60214514147992,47166.474130118004,7923.9676538598251,0,0
1,4409,0,136.58799999999999,0,20041.258000000002,0,0,36976.892,36976.892,0,90.307198571428671,54121.161764183358,9092.3551763828036,0,0
17,4409,0,53.917000000000002,0,19187.279999999999,0,0,18663.120999999999,18663.120999999999,0,124.62449584018918,37696.586151167889,6333.0264733962049,0,0
1,4410,0,319.58300000000003,0,18686.506000000001,0,0,37794.684000000001,37794.684000000001,0,89.83791285714301,55030.658273091321,9245.1505898793421,0,0
17,4410,0,160.63800000000001,0,18769.968000000001,0,0,20740.695,20740.695,0,124.60274744501862,41885.649970995757,7036.7891951272868,0,0
1,4411,0,262.84899999999999,0,9538.3009999999995,0,0,31657.312000000002,31657.312000000002,0,89.300368571428635,45818.579777545783,7697.5214026276917,0,0
17,4411,0,163.14599999999999,0,10881.562,0,0,11050.093999999999,11050.093999999999,0,124.57049801858591,22309.791356536451,3748.0449478981241,0,0
1,4412,0,-417.233,0,13128.393,0,0,45618.093999999997,45618.093999999997,0,88.709080000000085,65587.268839610551,11018.661165054573,0,0
17,4412,0,-307.64499999999998,0,10668.066999999999,0,0,15175.706,15175.706,0,124.51115802646518,30624.676673883347,5144.9456812124017,0,0
1,4413,0,96.691999999999993,0,15750.806,0,0,67243.464000000007,67243.464000000007,0,88.061633333333475,95973.459448061418,16123.541187274319,0,0
17,4413,0,63.057000000000002,0,0,0,0,9452.5290000000005,9452.5290000000005,0,124.33157991703547,19047.755440038029,3200.0229139263888,0,0
1,4414,0,-53.402999999999999,0,8392.2049999999999,0,0,45155.116000000002,45155.116000000002,0,87.308281333333298,63896.451035337472,10734.603773936695,0,0
17,4414,0,-45.052999999999997,0,0,0,0,13096.183999999999,13096.183999999999,0,124.03611075061986,26327.355873361339,4422.9957867247049,0,0
1,4415,0,-40.375,0,5631.2929999999997,0,0,42641.877,42641.877,0,86.455204000000094,59750.533666611474,10038.089655990727,0,0
17,4415,0,-30.224,0,0,0,0,19645.151000000002,19645.151000000002,0,123.58011838091818,39347.60597917901,6610.397804502074,0,0
1,4416,0,-145.39699999999999,0,8069.2420000000002,0,0,45649.18,45649.18,0,85.562344000000166,63303.830504394849,10635.043524738334,0,0
17,4416,0,-106.07899999999999,0,0,0,0,23142.269,23142.269,0,122.94945499999994,46115.49566611179,7747.4032719067809,0,0
1,4417,0,-37.540999999999997,0,7487.424,0,0,44792.839999999997,44792.839999999997,0,84.665920000000142,61465.520880778138,10326.207507970728,0,0
17,4417,0,-27.132999999999999,0,0,0,0,25723.323,25723.323,0,122.21846000000005,50953.99190847492,8560.2706406237867,0,0
1,4418,0,-287.31200000000001,0,7544.2749999999996,0,0,42412.837,42412.837,0,83.803732000000082,57606.968070482049,9677.970635840984,0,0
17,4418,0,-202.30099999999999,0,0,0,0,21688.127,21688.127,0,121.51072999999997,42712.108713774607,7175.634263914134,0,0
1,4419,0,-11.911,0,2869.7759999999998,0,0,42961.146000000001,42961.146000000001,0,82.907800000000179,57727.876764737375,9698.28329647588,0,0
17,4419,0,-9.2189999999999994,0,0,0,0,16739.560000000001,16739.560000000001,0,120.93797552282763,32811.120987925191,5512.2683259714322,0,0
1,4420,0,10.241,0,2225.0590000000002,0,0,30810.026000000002,30810.026000000002,0,82.083700000000135,40988.622645678995,6886.088604474071,0,0
17,4420,0,6.1900000000000004,0,0,0,0,30993.555,30993.555,0,120.23095729013255,60395.145768233786,10146.384489063275,0,0
1,4421,0,-372.36799999999999,0,2350.2530000000002,0,0,19608.863000000001,19608.863000000001,0,81.410274308480666,25872.950994547602,4346.6557670839966,0,0
17,4421,0,-241.16999999999999,0,0,0,0,32197.531999999999,32197.531999999999,0,119.27503597657392,62242.420790230259,10456.726692758682,0,0
1,4422,0,17.187000000000001,0,4950.893,0,0,34334.953999999998,34334.953999999998,0,80.710708681419646,44914.02393653051,7545.5560213371255,0,0
17,4422,0,9.2720000000000002,0,0,0,0,31820.475999999999,31820.475999999999,0,118.30623806103438,61013.881220588693,10250.3320450589,0,0
1,4423,0,-50.728999999999999,0,3794.5149999999999,0,0,32057.352999999999,32057.352999999999,0,79.943343643676826,41535.964900105784,6978.042103217771,0,0
